annotation_text,annotated_quote,annotation_location,category
For the first time in the play Lear begins to worry about his sanity  as he realizes his mistake in treating Cordelia so harshly.,"O, let me not be mad, not mad, sweet heaven!
  Keep me in temper. I would not be mad!",Act 1 Scene 5,None
"Leontes immediate reaction to everything is immediately to burn them at the stake. There are implications that everyone else is somehow a witch, even though it seems like Leontes has been possessed by paranoia. ",And call me father? Better burn it now,Act 2 Scene 3,Class
"I think it's interesting that Shakespeare opens this scene with a mother rejecting her child. This is quite a taboo concept in human society, even though it happens often in nature. There are many explanations for this, and I think it's normal for mothers (especially because she's heavily pregnant) to want time away from their children. The difference between Leontes and Hermione is that Hermione's rejection is temporary, but Leontes' is final and irreversible ","Take the boy to you. He so troubles me
  ’Tis past enduring.",Act 2 Scene 1,Gender
"This idea of being wild VS civilized is a common theme found in fairy tales and folklore. From the story of Oedipus to Daphnis and Chloe to the Tempest literature loves to play with the idea of a lost child of royal descent being accidently raised in the wild, only to be restored to their rightful position because it's somehow ordained to be their birthright. But it's actually Leontes wild, or rash behavior that sets off this whole thing. He's the uncivilized one here, not his child. ","Yet, for a greater confirmation—
  For in an act of this importance ’twere
[220]  Most piteous to be wild",Act 2 Scene 1,Class
"The fact that Paulina addresses the Queen here with so much respect even though she is not on stage makes her a good and just character. The audience is compelled to believe her judgement, and see how virtuous and honest the women in the play are in contrast to the men.","Good lady,",Act 2 Scene 2,Gender
The boy who was once full of life is disappearing right in front of his eyes. This shows how powerless we all are in the face of disease and illness.,And downright languished.,Act 2 Scene 3,Pandemics
Antigonus throws the reality of the situation right back in Leontes' face. This line shows that the king has become so deranged he no longer makes any rational sense.,"Hang all the husbands
  That cannot do that feat, you’ll leave yourself
  Hardly one subject.",Act 2 Scene 3,Gender
I thought that this was a very dramatic sentiment.  Antigonus is trying to appeal to Leontes and show his loyalty by condemning all women for Hermione's alleged infidelity.  Do you think this was a justifiable action/will it work to appeal to Leontes?,"I have three daughters—the eldest is eleven;
  The second and the third, nine and some five;
  If this prove true, they’ll pay for ’t. By mine honor,
  I’ll geld ’em all",Act 2 Scene 1,Class
"The pandemic is destroying lives of thousands of people, as did the plague during Shakespearean times. Looks like history repeating itself!!",Slaughters a thousand waiting upon that.,Act 1 Scene 2,Pandemics
"Hermione continues to say that she is innocent and wrongly accused yet she does not really put up a fight against Leontes' wishes here, which could mean death if Leontes becomes paranoid enough. This may just be a way to show her virtues, or at least the virtues of back then, where the woman always is obedient to the husband or man. ",The King’s will be performed.,Act 2 Scene 1,Gender
"Paulina has a mind of her own and actively  works against Leontes' accusations to defend Hermione.  In a sense, she takes the associated masculine position of that time where even her own husband cannot prevent her from speaking out loud. I think this is one of the times where Shakespeare flips gender roles around similar to Lady Macbeth in Macbeth. The interesting thing is that Paulina, a woman, is more outspoken than all of the king's men, which is rare during these times, but also characterizes her as a good person and ultimately more likeable by the reader.","I told her so, my lord,
  On your displeasure’s peril and on mine,",Act 2 Scene 3,Gender
"Leontes feels threatened by Paulina and her very dominant position in this argument, which automatically causes him to call her a witch. This is one of those knee jerk reactions from Leontes, to accuse someone of witchcraft because they are different or more radical. Paulina is actually standing up for Hermione, but it is considered bad because a) she is a woman b) she is arguing with the king and c) Leontes is paranoid and perhaps a bit insane at the moment.",A mankind witch!,Act 2 Scene 3,Gender
Leontes tries to remove the blame and guilt he may feel because of wrongly accusing his own wife by insulting Paulina. It is in a sense just paining all wives as terrible burdens to take off his own burden and conscience from getting the best of him.,He dreads his wife.,Act 2 Scene 3,Class
"Leontes makes the child out to be a thing, even a burden. His negative diction in ""brat"" and ""it"" towards the baby objectifies it, causing it to sound less like a human being and more of a mistake or worthless thing. He does it so that he himself does not feel the weight of putting an innocent child in harms way by leaving it up to fate whether or not the child will live or not.",brat’s,Act 2 Scene 3,Class
The conversation between Archidamus and Camillo establishes the two main settings of the play (Sicilia and Bohemia) and introduces the theme of deep and lasting friendship between the two kings.,"ARCHIDAMUS If you shall chance, Camillo, to visit Bohemia
  on the like occasion whereon my services
  are now on foot, you shall see, as I have said, great
  difference betwixt our Bohemia and your Sicilia.",Act 1 Scene 1,None
It is interesting to note that Polixenes is not persuaded by his childhood friend Leontes but by Leontes' wife Hermione. Polixenes and Hermione seem to have a frank relationship which probably incites Leontes' jealousy.,"Your guest, then, madam.",Act 1 Scene 2,Class
It is very ironical that first Leontes lets his imagination go wild and accuses his wife of adultery. And then goes on to say that he wouldn't taint her honour.,"I’ll give no blemish to her honor, none.",Act 1 Scene 2,None
It is appalling how the Duke of Burgundy would step back from his proposal just because he wouldn't receive a dowry.  He comes across as such a gold digger.,"I am sorry, then, you have so lost a father
[285]  That you must lose a husband.",Act 1 Scene 1,Gender
"Prejudice against people who are considered 'racially other' still very relevant, centuries after Shakespeare's time. ",As o’erdyed blacks,Act 1 Scene 2,Gender
"People with lack of etiquettes can never earn respect  with their uninstructed behaviour. It will, as a result, taint the image of the whole group.",infected,Act 1 Scene 4,Class
"This is the first time I'm noticing a comparison drawn of women and creatures. Earlier, Leontes discusses with Mamillius that being a man/cuckold will give you horns; there have been numerous times the men have been depicted as horned animals. Somewhere in Act 1, Hermione refers to the devil in the context of the women in the play, which is fascinating given that the men are the ones with horns. Here, it seems so much more belittling to think of the women as untamable beasts in a stable. the last few lines set up a good perspective of what a woman should've been like in those times: docile and pet-like","If it prove
  She’s otherwise, I’ll keep my stables where
  I lodge my wife. I’ll go in couples with her;
  Than when I feel and see her, no farther trust her.
[165]  For every inch of woman in the world,
  Ay, every dram of woman’s flesh, is false,
  If she be.",Act 2 Scene 1,Class
